model	nDCGRendle2020
BPRMF_seed=123_e=200_bs=64_factors=512_lr=0$00011454076953075361_l_w=1$4623166653305814e-05	0.08344485138669956
BPRMF_seed=123_e=200_bs=64_factors=512_lr=0$0001285942211476696_l_w=0$02091021650260823	0.090859225570011
BPRMF_seed=123_e=200_bs=64_factors=512_lr=0$0001301815760684622_l_w=0$0007389146265299359	0.08681930921980906
BPRMF_seed=123_e=200_bs=64_factors=512_lr=0$00017769915691174588_l_w=1$9708070255857435e-05	0.08974341296112848
BPRMF_seed=123_e=200_bs=64_factors=512_lr=0$00024828109391337706_l_w=0$041968799109630556	0.09680794039138985
BPRMF_seed=123_e=200_bs=64_factors=512_lr=0$0002609819454278066_l_w=0$025085323471307472	0.09734090863445387
BPRMF_seed=123_e=200_bs=64_factors=512_lr=0$0003027484581654543_l_w=0$008320671979702394	0.09198642690235445
BPRMF_seed=123_e=200_bs=64_factors=512_lr=0$00032389695889150017_l_w=0$0027101707182406246	0.08969042533170694
BPRMF_seed=123_e=200_bs=64_factors=512_lr=0$00035651569784446636_l_w=2$5842127479727974e-05	0.08957574296229812
BPRMF_seed=123_e=200_bs=64_factors=512_lr=0$00035663198071096984_l_w=0$0008360431152364921	0.08775884862578176
BPRMF_seed=123_e=200_bs=64_factors=512_lr=0$0004852953724552065_l_w=7$061036687012815e-05	0.08995795507632763
BPRMF_seed=123_e=200_bs=64_factors=512_lr=0$0005754258527936548_l_w=0$007115052124575682	0.08983153564845095
BPRMF_seed=123_e=200_bs=64_factors=512_lr=0$0007151849950050514_l_w=2$4354464379120438e-05	0.08977155147922826
BPRMF_seed=123_e=200_bs=64_factors=512_lr=0$0015406839664936752_l_w=0$09726326397655977	0.10038542408868979
BPRMF_seed=123_e=200_bs=64_factors=512_lr=0$0016938006370902162_l_w=0$01217652235380952	0.09308549715525605
BPRMF_seed=123_e=200_bs=64_factors=512_lr=0$0019153985150590143_l_w=4$4065269893627953e-05	0.08609232294280732
BPRMF_seed=123_e=200_bs=64_factors=512_lr=0$002123463498261203_l_w=0$0027077560797712764	0.08603859246085978
BPRMF_seed=123_e=200_bs=64_factors=512_lr=0$002411993489896946_l_w=0$003023263429458794	0.08586686592867554
BPRMF_seed=123_e=200_bs=64_factors=512_lr=0$003069159326382407_l_w=0$08932002744467206	0.07952907089144101
BPRMF_seed=123_e=200_bs=64_factors=512_lr=0$0031546137829125687_l_w=0$01804404368191189	0.0843302168278814
